PostcodeDistrict,EstimatedDogPopulation,Area Name,District
PL11,"2,926.86",Plymouth,South West England
PL12,"5,729.06",Plymouth,South West England
PL13,"1,377.26",Plymouth,South West England
PL14,"9,540.72",Plymouth,South West England
PL15,"9,351.27",Plymouth,South West England
PL16,"1,097.80",Plymouth,South West England
PL17,"5,777.30",Plymouth,South West England
PL18,"2,374.41",Plymouth,South West England
PL19,"9,172.54",Plymouth,South West England
PL2,"3,880.28",Plymouth,South West England
PL20,"3,478.12",Plymouth,South West England
PL21,"10,034.10",Plymouth,South West England
PL22,"1,705.53",Plymouth,South West England
PL23,"1,758.35",Plymouth,South West England
PL24,"3,180.46",Plymouth,South West England
PL25,"5,650.17",Plymouth,South West England
PL26,"8,775.33",Plymouth,South West England
PL27,"5,179.88",Plymouth,South West England
PL28,"1,196.37",Plymouth,South West England
PL29,730.8361586,Plymouth,South West England
PL3,"3,255.88",Plymouth,South West England
PL30,"4,050.05",Plymouth,South West England
PL31,"4,870.85",Plymouth,South West England
PL32,956.0379074,Plymouth,South West England
PL33,838.7233339,Plymouth,South West England
PL34,717.9479314,Plymouth,South West England
PL35,227.6769057,Plymouth,South West England
PL4,"2,551.65",Plymouth,South West England
PL5,"3,320.95",Plymouth,South West England
PL6,"11,000.16",Plymouth,South West England
PL7,"4,007.19",Plymouth,South West England
PL8,"5,028.69",Plymouth,South West England
PL9,"5,567.43",Plymouth,South West England
PO1,"3,047.72",Portsmouth,South East England
PO10,"7,631.71",Portsmouth,South East England
PO11,"1,816.96",Portsmouth,South East England
PO12,"8,190.40",Portsmouth,South East England
PO13,"5,773.10",Portsmouth,South East England
PO14,"7,991.60",Portsmouth,South East England
PO15,"11,492.09",Portsmouth,South East England
PO16,"3,424.74",Portsmouth,South East England
PO17,"3,880.82",Portsmouth,South East England
PO18,"4,723.54",Portsmouth,South East England
PO19,"4,025.10",Portsmouth,South East England
PO2,"6,196.13",Portsmouth,South East England
PO20,"10,089.46",Portsmouth,South East England
PO21,"9,025.46",Portsmouth,South East England
PO22,"4,217.59",Portsmouth,South East England
PO3,"4,253.12",Portsmouth,South East England
PO30,"14,103.19",Portsmouth,South East England
PO31,"1,846.36",Portsmouth,South East England
PO32,"1,431.76",Portsmouth,South East England
PO33,"4,052.84",Portsmouth,South East England
PO34,594.3248554,Portsmouth,South East England
PO35,"2,928.07",Portsmouth,South East England
PO36,"1,520.91",Portsmouth,South East England
PO37,665.2569655,Portsmouth,South East England
PO38,"6,525.20",Portsmouth,South East England
PO39,"1,501.29",Portsmouth,South East England
PO4,"2,192.01",Portsmouth,South East England
PO40,"3,877.13",Portsmouth,South East England
PO41,"4,117.60",Portsmouth,South East England
PO5,"2,068.38",Portsmouth,South East England
PO6,"3,610.57",Portsmouth,South East England
PO7,"6,695.88",Portsmouth,South East England
PO8,"6,902.91",Portsmouth,South East England
PO9,"8,664.22",Portsmouth,South East England
PR1,"14,203.41",Preston,North West England
PR2,"9,435.81",Preston,North West England
PR25,"1,888.36",Preston,North West England
PR26,"2,917.03",Preston,North West England
PR3,"23,896.43",Preston,North West England
PR4,"16,883.03",Preston,North West England
PR5,"6,399.21",Preston,North West England
PR6,"2,234.25",Preston,North West England
PR7,"3,984.17",Preston,North West England
PR8,"7,894.08",Preston,North West England
PR9,"8,312.27",Preston,North West England
RG1,"4,476.51",Reading,South East England
RG10,"9,500.89",Reading,South East England
RG12,"6,600.90",Reading,South East England
RG14,"14,851.32",Reading,South East England
RG17,"3,792.89",Reading,South East England
RG18,"9,473.70",Reading,South East England
RG19,"9,807.01",Reading,South East England
RG2,"5,911.74",Reading,South East England
RG20,"11,687.10",Reading,South East England
RG21,"2,731.00",Reading,South East England
RG22,"5,326.30",Reading,South East England
RG23,"1,358.68",Reading,South East England
RG24,"2,866.10",Reading,South East England
RG25,"3,627.65",Reading,South East England
RG26,"4,495.21",Reading,South East England
RG27,"5,475.29",Reading,South East England
RG28,"1,154.55",Reading,South East England
RG29,"1,347.44",Reading,South East England
RG30,"4,535.43",Reading,South East England
RG31,"2,332.95",Reading,South East England
RG4,"4,539.47",Reading,South East England
RG40,"11,801.72",Reading,South East England
RG41,"7,028.25",Reading,South East England
RG42,"4,199.77",Reading,South East England
RG45,"2,751.50",Reading,South East England
RG5,"3,912.47",Reading,South East England
RG6,"3,784.33",Reading,South East England
RG7,"12,229.36",Reading,South East England
RG8,"4,869.88",Reading,South East England
RG9,"12,299.39",Reading,South East England
RH1,"13,722.43",Redhill,South East England
RH10,"7,437.19",Redhill,South East England
RH11,"7,817.79",Redhill,South East England
RH12,"15,448.96",Redhill,South East England
RH13,"11,440.50",Redhill,South East England
RH14,"7,593.66",Redhill,South East England
RH15,"6,349.77",Redhill,South East England
RH16,"5,680.41",Redhill,South East England
RH17,"2,987.51",Redhill,South East England
RH18,620.6281459,Redhill,South East England
RH19,"6,568.49",Redhill,South East England
RH2,"7,277.85",Redhill,South East England
RH20,"8,972.48",Redhill,South East England
RH3,950.482195,Redhill,South East England
RH4,"1,825.52",Redhill,South East England
RH5,"8,691.21",Redhill,South East England
RH6,"5,743.08",Redhill,South East England
RH7,"3,480.86",Redhill,South East England
RH8,"2,699.39",Redhill,South East England
RH9,"1,347.89",Redhill,South East England
RM1,"1,662.25",Romford,Greater London
RM10,"2,044.52",Romford,Greater London
RM11,"2,542.22",Romford,Greater London
RM12,"3,058.28",Romford,Greater London
RM13,"1,883.01",Romford,Greater London
RM14,"8,678.87",Romford,Greater London
RM15,"1,846.75",Romford,Greater London
RM16,"2,750.05",Romford,Greater London
RM17,"2,705.88",Romford,Greater London
RM18,923.0607945,Romford,Greater London
RM19,208.3655399,Romford,Greater London
RM2,904.2947957,Romford,Greater London
RM20,344.0737022,Romford,Greater London
RM3,"8,043.90",Romford,Greater London
RM4,618.6792181,Romford,Greater London
RM5,853.2060138,Romford,Greater London
RM6,"2,046.27",Romford,Greater London
RM7,"3,170.32",Romford,Greater London
RM8,"2,034.67",Romford,Greater London
RM9,"1,176.96",Romford,Greater London
S1,819.2155105,Sheffield,Yorkshire and Humberside
S10,"5,380.07",Sheffield,Yorkshire and Humberside
S11,"4,909.99",Sheffield,Yorkshire and Humberside
S12,"4,829.48",Sheffield,Yorkshire and Humberside
S13,"2,299.13",Sheffield,Yorkshire and Humberside
S14,831.8378251,Sheffield,Yorkshire and Humberside
S17,"2,023.39",Sheffield,Yorkshire and Humberside
S18,"6,789.77",Sheffield,Yorkshire and Humberside
S2,"3,027.03",Sheffield,Yorkshire and Humberside
S20,"4,082.42",Sheffield,Yorkshire and Humberside
S21,"2,804.51",Sheffield,Yorkshire and Humberside
S25,"3,621.12",Sheffield,Yorkshire and Humberside
S26,"2,899.84",Sheffield,Yorkshire and Humberside
S3,"1,752.24",Sheffield,Yorkshire and Humberside
S32,"3,376.66",Sheffield,Yorkshire and Humberside
S33,"1,639.87",Sheffield,Yorkshire and Humberside
S35,"4,311.74",Sheffield,Yorkshire and Humberside
S36,"9,956.23",Sheffield,Yorkshire and Humberside
S4,"1,241.55",Sheffield,Yorkshire and Humberside
S40,"5,016.70",Sheffield,Yorkshire and Humberside
S41,"8,042.82",Sheffield,Yorkshire and Humberside
S42,"3,062.34",Sheffield,Yorkshire and Humberside
S43,"7,827.52",Sheffield,Yorkshire and Humberside
S44,"3,224.90",Sheffield,Yorkshire and Humberside
S45,"1,761.04",Sheffield,Yorkshire and Humberside
S5,"3,259.71",Sheffield,Yorkshire and Humberside
S6,"7,880.40",Sheffield,Yorkshire and Humberside
S60,"1,558.64",Sheffield,Yorkshire and Humberside
S61,"1,680.02",Sheffield,Yorkshire and Humberside
S62,"2,403.69",Sheffield,Yorkshire and Humberside
S63,"7,105.37",Sheffield,Yorkshire and Humberside
S64,"1,598.08",Sheffield,Yorkshire and Humberside
S65,"1,150.99",Sheffield,Yorkshire and Humberside
S66,"2,563.89",Sheffield,Yorkshire and Humberside
S7,"2,943.66",Sheffield,Yorkshire and Humberside
S70,"4,753.91",Sheffield,Yorkshire and Humberside
S71,"5,519.56",Sheffield,Yorkshire and Humberside
S72,"1,867.79",Sheffield,Yorkshire and Humberside
S73,"1,325.89",Sheffield,Yorkshire and Humberside
S74,"1,843.98",Sheffield,Yorkshire and Humberside
S75,"4,480.59",Sheffield,Yorkshire and Humberside
S8,"6,740.04",Sheffield,Yorkshire and Humberside
S80,"5,439.14",Sheffield,Yorkshire and Humberside
S81,"5,482.85",Sheffield,Yorkshire and Humberside
S9,"2,885.53",Sheffield,Yorkshire and Humberside
SA1,"13,062.08",Swansea,Wales
SA10,"5,932.46",Swansea,Wales
SA11,"10,091.91",Swansea,Wales
SA12,"7,703.87",Swansea,Wales
SA13,"3,646.59",Swansea,Wales
SA14,"3,770.71",Swansea,Wales
SA15,"8,341.97",Swansea,Wales
SA16,"2,550.75",Swansea,Wales
SA17,"4,997.64",Swansea,Wales
SA18,"6,552.21",Swansea,Wales
SA19,"8,140.56",Swansea,Wales
SA2,"12,263.10",Swansea,Wales
SA20,"1,183.03",Swansea,Wales
SA3,"8,974.77",Swansea,Wales
SA31,"6,943.03",Swansea,Wales
SA32,"2,381.95",Swansea,Wales
SA33,"10,928.94",Swansea,Wales
SA34,"5,824.71",Swansea,Wales
SA35,288.0434784,Swansea,Wales
SA36,145.4007616,Swansea,Wales
SA37,544.5319417,Swansea,Wales
SA38,"1,771.62",Swansea,Wales
SA39,"2,001.58",Swansea,Wales
SA4,"5,348.96",Swansea,Wales
SA40,"2,353.13",Swansea,Wales
SA41,861.2999747,Swansea,Wales
SA42,803.4339445,Swansea,Wales
SA43,"6,097.71",Swansea,Wales
SA44,"6,884.57",Swansea,Wales
SA45,945.6238152,Swansea,Wales
SA46,"2,750.51",Swansea,Wales
SA47,564.0231884,Swansea,Wales
SA48,"7,577.32",Swansea,Wales
SA5,"3,487.61",Swansea,Wales
SA6,"7,248.50",Swansea,Wales
SA61,"10,812.35",Swansea,Wales
SA62,"17,104.53",Swansea,Wales
SA63,"2,272.01",Swansea,Wales
SA64,"1,024.17",Swansea,Wales
SA65,"1,417.84",Swansea,Wales
SA66,"3,782.56",Swansea,Wales
SA67,"6,637.95",Swansea,Wales
SA68,"1,160.69",Swansea,Wales
SA69,842.3131349,Swansea,Wales
SA7,"2,096.43",Swansea,Wales
SA70,"1,778.07",Swansea,Wales
SA71,"1,264.37",Swansea,Wales
SA72,"1,119.18",Swansea,Wales
SA73,"3,904.37",Swansea,Wales
SA8,"5,158.02",Swansea,Wales
SA9,"3,054.39",Swansea,Wales
SE1,"1,698.08",South East London,Greater London
SE10,"2,065.03",South East London,Greater London
SE11,945.0454016,South East London,Greater London
SE12,"1,386.67",South East London,Greater London
SE13,"1,406.27",South East London,Greater London
SE14,928.4155497,South East London,Greater London
SE15,"1,463.83",South East London,Greater London
SE16,"1,193.81",South East London,Greater London
SE17,568.317968,South East London,Greater London
SE18,"4,248.90",South East London,Greater London
SE19,895.4546982,South East London,Greater London
SE2,"1,673.40",South East London,Greater London
SE20,779.564429,South East London,Greater London
SE21,826.9638664,South East London,Greater London
SE22,"1,711.71",South East London,Greater London
SE23,"1,937.77",South East London,Greater London
SE24,710.0347452,South East London,Greater London
SE25,"1,399.82",South East London,Greater London
SE26,"1,408.00",South East London,Greater London
SE27,971.573265,South East London,Greater London
SE28,"1,192.10",South East London,Greater London
SE3,"1,954.06",South East London,Greater London
SE4,"1,245.66",South East London,Greater London
SE5,710.5185332,South East London,Greater London
SE6,"2,273.05",South East London,Greater London
SE7,"4,139.92",South East London,Greater London
SE8,"1,137.52",South East London,Greater London
SE9,"4,232.64",South East London,Greater London
SG1,"8,097.57",Stevenage,East of England
SG10,351.6725746,Stevenage,East of England
SG11,"1,332.26",Stevenage,East of England
SG12,"17,059.79",Stevenage,East of England
SG13,"5,277.74",Stevenage,East of England
SG14,"7,153.85",Stevenage,East of England
SG15,612.574475,Stevenage,East of England
SG16,874.4000311,Stevenage,East of England
SG17,"1,765.78",Stevenage,East of England
SG18,"6,707.94",Stevenage,East of England
SG19,"10,703.29",Stevenage,East of England
SG2,"4,925.18",Stevenage,East of England
SG3,"2,129.31",Stevenage,East of England
SG4,"2,399.68",Stevenage,East of England
SG5,"11,673.22",Stevenage,East of England
SG6,"3,146.76",Stevenage,East of England
SG7,"2,123.03",Stevenage,East of England
SG8,"9,491.32",Stevenage,East of England
SG9,"4,597.25",Stevenage,East of England
SK1,"1,453.43",Stockport,North West England
SK10,"14,206.41",Stockport,North West England
SK11,"9,354.01",Stockport,North West England
SK12,"6,937.85",Stockport,North West England
SK13,"4,019.50",Stockport,North West England
SK14,"2,873.04",Stockport,North West England
SK15,"1,353.83",Stockport,North West England
SK16,"1,410.50",Stockport,North West England
SK17,"8,766.47",Stockport,North West England
SK2,"1,996.68",Stockport,North West England
SK22,"3,787.06",Stockport,North West England
SK23,"6,006.10",Stockport,North West England
SK3,"5,861.30",Stockport,North West England
SK4,"4,410.27",Stockport,North West England
SK5,"3,721.59",Stockport,North West England
SK6,"5,212.61",Stockport,North West England
SK7,"5,209.19",Stockport,North West England
SK8,"16,534.65",Stockport,North West England
SK9,"13,842.09",Stockport,North West England
SL0,840.621909,Slough,South East England
SL1,"9,058.16",Slough,South East England
SL2,"6,807.93",Slough,South East England
SL3,"3,116.91",Slough,South East England
SL4,"9,667.78",Slough,South East England
SL5,"4,858.61",Slough,South East England
SL6,"16,266.52",Slough,South East England
SL7,"13,536.29",Slough,South East England
SL8,654.8471752,Slough,South East England
SL9,"5,160.49",Slough,South East England
SM1,"3,892.05",Sutton,Greater London
SM2,"3,897.59",Sutton,Greater London
SM3,"3,135.33",Sutton,Greater London
SM4,"3,184.77",Sutton,Greater London
SM5,"2,682.51",Sutton,Greater London
SM6,"1,827.05",Sutton,Greater London
SM7,"2,967.06",Sutton,Greater London
SN1,"13,372.90",Swindon,South West England
SN10,"4,324.27",Swindon,South West England
SN11,"6,016.09",Swindon,South West England
PL95,0,Plymouth,
PR11,0,Preston,
RH77,0,Redhill,
S49,0,Sheffield,
S95,0,Sheffield,
S96,0,Sheffield,
S97,0,Sheffield,
S98,0,Sheffield,
S99,0,Sheffield,
SA80,0,Swansea,
SA99,0,Swansea,
SE1P,0,South East London,
SL95,0,Slough,
SN12,"7,548.38",Swindon,South West England
SN13,"8,135.34",Swindon,South West England
SN14,"7,933.36",Swindon,South West England
SN15,"22,834.60",Swindon,South West England
SN16,"9,901.97",Swindon,South West England
SN2,"10,469.23",Swindon,South West England
SN25,"4,621.51",Swindon,South West England
SN26,251.1030471,Swindon,South West England
SN3,"18,189.77",Swindon,South West England
SN4,"15,968.24",Swindon,South West England
SN5,"6,300.91",Swindon,South West England
SN6,"7,568.93",Swindon,South West England
SN7,"4,698.02",Swindon,South West England
SN8,"17,657.38",Swindon,South West England
SN9,"1,113.23",Swindon,South West England
SO14,"1,834.29",Southampton,South East England
SO15,"4,113.67",Southampton,South East England
SO16,"7,176.20",Southampton,South East England
SO17,"1,416.94",Southampton,South East England
SO18,"3,763.88",Southampton,South East England
SO19,"4,068.79",Southampton,South East England
SO20,"1,606.57",Southampton,South East England
SO21,"13,931.11",Southampton,South East England
SO22,"4,715.48",Southampton,South East England
SO23,"6,701.44",Southampton,South East England
SO24,"3,436.57",Southampton,South East England
SO30,"6,157.43",Southampton,South East England
SO31,"11,002.60",Southampton,South East England
SO32,"7,680.85",Southampton,South East England
SO40,"5,848.65",Southampton,South East England
SO41,"5,930.76",Southampton,South East England
SO42,"1,024.07",Southampton,South East England
SO43,923.9120077,Southampton,South East England
SO45,"9,056.07",Southampton,South East England
SO50,"11,796.38",Southampton,South East England
SO51,"5,011.11",Southampton,South East England
SO52,999.4811058,Southampton,South East England
SO53,"7,742.61",Southampton,South East England
SP1,"10,344.92",Salisbury,South West England
SP10,"7,646.30",Salisbury,South West England
SP11,"5,304.17",Salisbury,South West England
SP2,"8,323.73",Salisbury,South West England
SP3,"4,867.54",Salisbury,South West England
SP4,"11,171.06",Salisbury,South West England
SP5,"6,281.01",Salisbury,South West England
SP6,"10,293.55",Salisbury,South West England
SP7,"7,282.48",Salisbury,South West England
SP8,"9,178.75",Salisbury,South West England
SP9,"4,715.64",Salisbury,South West England
SR1,331.9978339,Sunderland,North East England
SR2,940.2657887,Sunderland,North East England
SR3,"1,462.80",Sunderland,North East England
SR4,"3,017.94",Sunderland,North East England
SR5,"4,940.83",Sunderland,North East England
SR6,"3,807.13",Sunderland,North East England
SR7,"1,954.07",Sunderland,North East England
SR8,"1,637.62",Sunderland,North East England
SS0,"6,210.11",Southend-on-Sea,East of England
SS1,"3,333.25",Southend-on-Sea,East of England
SS11,"1,871.91",Southend-on-Sea,East of England
SS12,946.0494267,Southend-on-Sea,East of England
SS13,"2,114.86",Southend-on-Sea,East of England
SS14,"4,208.82",Southend-on-Sea,East of England
SS15,"3,804.02",Southend-on-Sea,East of England
SS16,"6,791.98",Southend-on-Sea,East of England
SS17,"2,462.24",Southend-on-Sea,East of England
SS2,"5,100.50",Southend-on-Sea,East of England
SS3,"2,988.91",Southend-on-Sea,East of England
SS4,"2,078.97",Southend-on-Sea,East of England
SS5,"3,358.16",Southend-on-Sea,East of England
SS6,"3,919.83",Southend-on-Sea,East of England
SS7,"6,232.73",Southend-on-Sea,East of England
SS8,"4,062.72",Southend-on-Sea,East of England
SS9,"7,799.72",Southend-on-Sea,East of England
ST1,"3,433.36",Stoke-on-Trent,West Midlands
ST10,"9,404.91",Stoke-on-Trent,West Midlands
ST11,"3,638.13",Stoke-on-Trent,West Midlands
ST12,965.6123857,Stoke-on-Trent,West Midlands
ST13,"9,189.80",Stoke-on-Trent,West Midlands
ST14,"8,787.66",Stoke-on-Trent,West Midlands
ST15,"12,321.86",Stoke-on-Trent,West Midlands
ST16,"4,699.23",Stoke-on-Trent,West Midlands
ST17,"7,472.04",Stoke-on-Trent,West Midlands
ST18,"3,608.57",Stoke-on-Trent,West Midlands
ST19,"7,700.33",Stoke-on-Trent,West Midlands
ST2,"7,341.72",Stoke-on-Trent,West Midlands
ST20,"2,337.41",Stoke-on-Trent,West Midlands
ST21,"5,809.12",Stoke-on-Trent,West Midlands
ST3,"8,920.54",Stoke-on-Trent,West Midlands
ST4,"4,273.72",Stoke-on-Trent,West Midlands
ST5,"8,969.57",Stoke-on-Trent,West Midlands
ST6,"5,587.67",Stoke-on-Trent,West Midlands
ST7,"12,200.70",Stoke-on-Trent,West Midlands
ST8,"5,407.02",Stoke-on-Trent,West Midlands
ST9,"2,168.61",Stoke-on-Trent,West Midlands
SW10,"1,103.85",South West London,Greater London
SW11,"5,446.33",South West London,Greater London
SW12,"2,078.06",South West London,Greater London
SW13,"2,316.18",South West London,Greater London
SW14,"3,666.80",South West London,Greater London
SW15,"3,962.05",South West London,Greater London
SW16,"4,486.94",South West London,Greater London
SW17,"3,929.92",South West London,Greater London
SW18,"2,687.51",South West London,Greater London
SW19,"11,780.16",South West London,Greater London
SW1A,101.0083987,South West London,Greater London
SW1E,237.5209847,South West London,Greater London
SW1H,199.8505551,South West London,Greater London
SW1P,"2,256.42",South West London,Greater London
SW1V,"4,085.07",South West London,Greater London
SW1W,"1,461.72",South West London,Greater London
SW1X,839.4726265,South West London,Greater London
SW1Y,131.1122777,South West London,Greater London
SW2,"3,046.24",South West London,Greater London
SW20,"3,347.70",South West London,Greater London
SW3,"2,196.92",South West London,Greater London
SW4,"3,080.47",South West London,Greater London
SW5,799.8023225,South West London,Greater London
SW6,"5,856.46",South West London,Greater London
SW7,"1,198.63",South West London,Greater London
SW8,"3,453.97",South West London,Greater London
SW9,"1,097.47",South West London,Greater London
SY1,"4,606.76",Shrewsbury,Wales
SY10,"5,465.60",Shrewsbury,Wales
SY11,"9,520.12",Shrewsbury,Wales
SY12,"7,645.18",Shrewsbury,Wales
SY13,"12,774.99",Shrewsbury,Wales
SY14,"5,859.97",Shrewsbury,Wales
SY15,"4,492.75",Shrewsbury,Wales
SY16,"5,823.72",Shrewsbury,Wales
SY17,"2,064.79",Shrewsbury,Wales
SY18,"3,479.56",Shrewsbury,Wales
SY19,"1,402.59",Shrewsbury,Wales
SY2,"4,045.04",Shrewsbury,Wales
SY20,"5,122.44",Shrewsbury,Wales
SY21,"8,967.27",Shrewsbury,Wales
SY22,"4,788.24",Shrewsbury,Wales
SY23,"12,305.91",Shrewsbury,Wales
SY24,548.6282696,Shrewsbury,Wales
SY25,"3,802.26",Shrewsbury,Wales
SY3,"9,646.02",Shrewsbury,Wales
SY4,"8,162.63",Shrewsbury,Wales
SY5,"8,086.82",Shrewsbury,Wales
SY6,"3,237.29",Shrewsbury,Wales
SY7,"4,584.74",Shrewsbury,Wales
SY8,"11,765.29",Shrewsbury,Wales
SY9,"1,535.73",Shrewsbury,Wales
TA1,"14,715.01",Taunton,South West England
TA10,"2,775.04",Taunton,South West England
TA11,"2,120.31",Taunton,South West England
TA12,"4,853.72",Taunton,South West England
TA13,"1,359.96",Taunton,South West England
TA14,"2,381.21",Taunton,South West England
TA15,529.2144888,Taunton,South West England
TA16,610.8091734,Taunton,South West England
TA17,242.5659635,Taunton,South West England
TA18,"3,861.60",Taunton,South West England
TA19,"5,714.27",Taunton,South West England
TA2,"6,653.59",Taunton,South West England
TA20,"7,029.17",Taunton,South West England
TA21,"10,647.35",Taunton,South West England
TA22,"1,582.24",Taunton,South West England
TA23,"1,670.05",Taunton,South West England
TA24,"6,978.35",Taunton,South West England
TA3,"7,273.03",Taunton,South West England
TA4,"7,764.78",Taunton,South West England
TA5,"5,052.36",Taunton,South West England
TA6,"13,611.35",Taunton,South West England
TA7,"12,105.58",Taunton,South West England
TA8,"6,544.77",Taunton,South West England
TA9,"3,970.73",Taunton,South West England
TD1,"4,820.70",Galashiels,Scotland
TD10,773.2314324,Galashiels,Scotland
TD11,"6,880.69",Galashiels,Scotland
TD12,"4,412.10",Galashiels,Scotland
TD13,333.2206235,Galashiels,Scotland
TD14,"2,428.06",Galashiels,Scotland
TD15,"7,785.33",Galashiels,Scotland
TD2,639.7470846,Galashiels,Scotland
TD3,"1,388.81",Galashiels,Scotland
TD4,362.2809769,Galashiels,Scotland
TD5,"6,068.81",Galashiels,Scotland
TD6,"2,892.00",Galashiels,Scotland
TD7,"1,699.60",Galashiels,Scotland
TD8,"1,055.54",Galashiels,Scotland
TD9,"5,452.14",Galashiels,Scotland
TF1,"9,480.68",Telford,West Midlands
TF10,"7,870.12",Telford,West Midlands
TF11,"6,101.21",Telford,West Midlands
TF12,"2,534.27",Telford,West Midlands
TF13,"2,081.19",Telford,West Midlands
TF2,"9,506.61",Telford,West Midlands
TF3,"3,044.49",Telford,West Midlands
TF4,"2,741.17",Telford,West Midlands
TF5,524.7672502,Telford,West Midlands
TF6,"1,353.51",Telford,West Midlands
TF7,"1,430.52",Telford,West Midlands
TF8,840.8735058,Telford,West Midlands
TF9,"13,884.74",Telford,West Midlands
TN1,"1,918.21",Tonbridge,South East England
TN10,540.9736543,Tonbridge,South East England
TN11,"1,633.19",Tonbridge,South East England
TN12,"17,667.60",Tonbridge,South East England
TN13,"6,382.43",Tonbridge,South East England
TN14,"5,980.99",Tonbridge,South East England
TN15,"7,880.75",Tonbridge,South East England
TN16,"5,532.47",Tonbridge,South East England
TN17,"9,170.50",Tonbridge,South East England
TN18,"2,072.72",Tonbridge,South East England
TN19,"2,130.21",Tonbridge,South East England
TN2,"4,912.87",Tonbridge,South East England
TN20,717.8121464,Tonbridge,South East England
TN21,"7,139.45",Tonbridge,South East England
TN22,"8,995.02",Tonbridge,South East England
TN23,"7,382.44",Tonbridge,South East England
TN24,"4,917.46",Tonbridge,South East England
TN25,"4,246.95",Tonbridge,South East England
TN26,"2,102.99",Tonbridge,South East England
TN27,"6,241.43",Tonbridge,South East England
TN28,"2,742.37",Tonbridge,South East England
TN29,"4,416.69",Tonbridge,South East England
TN3,"1,406.23",Tonbridge,South East England
TN30,"4,745.05",Tonbridge,South East England
TN31,"4,824.89",Tonbridge,South East England
TN32,"2,778.21",Tonbridge,South East England
TN33,"5,764.96",Tonbridge,South East England
TN34,"2,876.51",Tonbridge,South East England
TN35,"1,859.26",Tonbridge,South East England
TN36,483.4528659,Tonbridge,South East England
TN37,"2,356.44",Tonbridge,South East England
TN38,"3,001.34",Tonbridge,South East England
TN39,"5,418.51",Tonbridge,South East England
TN4,"4,783.31",Tonbridge,South East England
TN40,"3,380.55",Tonbridge,South East England
TN5,"1,898.19",Tonbridge,South East England
TN6,"4,242.75",Tonbridge,South East England
TN7,339.6707694,Tonbridge,South East England
TN8,"2,721.69",Tonbridge,South East England
TN9,"2,069.90",Tonbridge,South East England
TQ1,"5,259.19",Torquay,South West England
TQ10,"1,548.72",Torquay,South West England
TQ11,"1,231.75",Torquay,South West England
TQ12,"15,916.82",Torquay,South West England
TQ13,"9,698.12",Torquay,South West England
TQ14,"4,336.27",Torquay,South West England
TQ2,"11,798.04",Torquay,South West England
TQ3,"7,837.76",Torquay,South West England
TQ4,"4,472.14",Torquay,South West England
TQ5,"6,537.47",Torquay,South West England
TQ6,"2,205.28",Torquay,South West England
TQ7,"7,787.98",Torquay,South West England
TQ8,"1,458.18",Torquay,South West England
TQ9,"11,858.03",Torquay,South West England
TR1,"11,822.76",Truro,South West England
TR10,"2,155.91",Truro,South West England
TR11,"9,483.78",Truro,South West England
TR12,"2,123.11",Truro,South West England
TR13,"6,784.86",Truro,South West England
TR14,"9,477.04",Truro,South West England
TR15,"6,097.51",Truro,South West England
TR16,"4,522.82",Truro,South West England
TR17,389.9676798,Truro,South West England
TR18,"3,897.77",Truro,South West England
TR19,"2,496.85",Truro,South West England
TR2,"6,299.15",Truro,South West England
TR20,"2,474.55",Truro,South West England
TR21,211.5284676,Truro,South West England
TR22,8.533949329,Truro,South West England
TR23,12.12164155,Truro,South West England
TR24,34.75736448,Truro,South West England
TR25,12.07952196,Truro,South West England
TR26,"5,522.53",Truro,South West England
TR27,"7,290.04",Truro,South West England
TR3,"3,430.73",Truro,South West England
TR4,"4,298.59",Truro,South West England
TR5,396.4022316,Truro,South West England
TR6,474.1762382,Truro,South West England
TR7,"7,464.78",Truro,South West England
TR8,"4,892.94",Truro,South West England
TR9,"6,548.81",Truro,South West England
TS1,"4,021.95",Cleveland,North East England
TS10,"4,861.91",Cleveland,North East England
TS11,"2,654.84",Cleveland,North East England
TS12,"4,091.16",Cleveland,North East England
TS13,"1,179.69",Cleveland,North East England
TS14,"3,495.35",Cleveland,North East England
TS15,"3,418.82",Cleveland,North East England
TS16,"2,297.69",Cleveland,North East England
TS17,"9,700.30",Cleveland,North East England
TS18,"2,945.35",Cleveland,North East England
TS19,"2,992.17",Cleveland,North East England
TS2,889.7088558,Cleveland,North East England
TS20,"2,837.65",Cleveland,North East England
TS21,"2,170.92",Cleveland,North East England
TS22,819.6251408,Cleveland,North East England
TS23,"5,905.36",Cleveland,North East England
TS24,"1,921.63",Cleveland,North East England
TS25,"4,567.88",Cleveland,North East England
TS26,"2,905.05",Cleveland,North East England
TS27,753.0965566,Cleveland,North East England
TS28,229.4995019,Cleveland,North East England
TS29,411.5866401,Cleveland,North East England
TS3,425.0125139,Cleveland,North East England
TS4,519.6256201,Cleveland,North East England
TS5,"3,811.16",Cleveland,North East England
TS6,462.4408426,Cleveland,North East England
TS7,830.0917258,Cleveland,North East England
TS8,"1,496.68",Cleveland,North East England
TS9,"5,243.04",Cleveland,North East England
TW1,"3,363.76",Twickenham,Greater London
TW10,"3,418.11",Twickenham,Greater London
TW11,"4,503.18",Twickenham,Greater London
TW12,"4,330.21",Twickenham,Greater London
TW13,"4,185.45",Twickenham,Greater London
TW14,"2,158.43",Twickenham,Greater London
TW15,"4,137.38",Twickenham,Greater London
TW16,"4,328.87",Twickenham,Greater London
